sao_month,booking_month,segment_key,product,delay_months,probability,sao_bookings,realized_bookings,in_window
9,9,Payroll.Marketing,Payroll,0,0.5,443941.5041782731,221970.75208913654,True
9,10,Payroll.Marketing,Payroll,1,0.3,443941.5041782731,133182.4512534819,True
9,11,Payroll.Marketing,Payroll,2,0.2,443941.5041782731,88788.30083565462,True
9,9,Payroll.Outbound,Payroll,0,0.5,221970.75208913657,110985.37604456829,True
9,10,Payroll.Outbound,Payroll,1,0.3,221970.75208913657,66591.22562674097,True
9,11,Payroll.Outbound,Payroll,2,0.2,221970.75208913657,44394.15041782732,True
9,9,Payroll.Partner,Payroll,0,0.5,443941.5041782731,221970.75208913654,True
9,10,Payroll.Partner,Payroll,1,0.3,443941.5041782731,133182.4512534819,True
9,11,Payroll.Partner,Payroll,2,0.2,443941.5041782731,88788.30083565462,True
10,10,CM.Marketing,CM,0,0.4,303573.5739806873,121429.42959227493,True
10,11,CM.Marketing,CM,1,0.35,303573.5739806873,106250.75089324055,True
10,12,CM.Marketing,CM,2,0.15,303573.5739806873,45536.0360971031,True
10,13,CM.Marketing,CM,3,0.1,303573.5739806873,30357.357398068732,False
10,10,CM.Outbound,CM,0,0.4,182144.14438841242,72857.65775536497,True
10,11,CM.Outbound,CM,1,0.35,182144.14438841242,63750.45053594434,True
10,12,CM.Outbound,CM,2,0.15,182144.14438841242,27321.62165826186,True
10,13,CM.Outbound,CM,3,0.1,182144.14438841242,18214.414438841242,False
10,10,CM.Partner,CM,0,0.4,277552.98192519986,111021.19277007994,True
10,11,CM.Partner,CM,1,0.35,277552.98192519986,97143.54367381995,True
10,12,CM.Partner,CM,2,0.15,277552.98192519986,41632.94728877998,True
10,13,CM.Partner,CM,3,0.1,277552.98192519986,27755.298192519986,False
10,10,EOR.Marketing,EOR,0,0.1,9020471.912568996,902047.1912568996,True
10,11,EOR.Marketing,EOR,1,0.3,9020471.912568996,2706141.5737706986,True
10,12,EOR.Marketing,EOR,2,0.4,9020471.912568996,3608188.7650275985,True
10,13,EOR.Marketing,EOR,3,0.2,9020471.912568996,1804094.3825137992,False
10,10,EOR.Outbound,EOR,0,0.1,867353.0685162495,86735.30685162496,True
10,11,EOR.Outbound,EOR,1,0.3,867353.0685162495,260205.92055487484,True
10,12,EOR.Outbound,EOR,2,0.4,867353.0685162495,346941.22740649985,True
10,13,EOR.Outbound,EOR,3,0.2,867353.0685162495,173470.61370324992,False
10,10,EOR.Partner,EOR,0,0.1,6010756.764817604,601075.6764817605,True
10,11,EOR.Partner,EOR,1,0.3,6010756.764817604,1803227.029445281,True
10,12,EOR.Partner,EOR,2,0.4,6010756.764817604,2404302.705927042,True
10,13,EOR.Partner,EOR,3,0.2,6010756.764817604,1202151.352963521,False
10,10,Payroll.Marketing,Payroll,0,0.5,693882.4548129998,346941.2274064999,True
10,11,Payroll.Marketing,Payroll,1,0.3,693882.4548129998,208164.73644389995,True
10,12,Payroll.Marketing,Payroll,2,0.2,693882.4548129998,138776.49096259996,True
10,10,Payroll.Outbound,Payroll,0,0.5,260205.9205548749,130102.96027743745,True
10,11,Payroll.Outbound,Payroll,1,0.3,260205.9205548749,78061.77616646247,True
10,12,Payroll.Outbound,Payroll,2,0.2,260205.9205548749,52041.18411097498,True
10,10,Payroll.Partner,Payroll,0,0.5,693882.4548129996,346941.2274064998,True
10,11,Payroll.Partner,Payroll,1,0.3,693882.4548129996,208164.73644389986,True
10,12,Payroll.Partner,Payroll,2,0.2,693882.4548129996,138776.49096259993,True
11,11,CM.Marketing,CM,0,0.4,302052.581697515,120821.03267900599,True
11,12,CM.Marketing,CM,1,0.35,302052.581697515,105718.40359413024,True
11,13,CM.Marketing,CM,2,0.15,302052.581697515,45307.88725462725,False
11,14,CM.Marketing,CM,3,0.1,302052.581697515,30205.258169751498,False
11,11,CM.Outbound,CM,0,0.4,181231.549018509,72492.6196074036,True
11,12,CM.Outbound,CM,1,0.35,181231.549018509,63431.04215647814,True
11,13,CM.Outbound,CM,2,0.15,181231.549018509,27184.732352776347,False
11,14,CM.Outbound,CM,3,0.1,181231.549018509,18123.1549018509,False
11,11,CM.Partner,CM,0,0.4,276162.3604091566,110464.94416366264,True
11,12,CM.Partner,CM,1,0.35,276162.3604091566,96656.8261432048,True
11,13,CM.Partner,CM,2,0.15,276162.3604091566,41424.35406137349,False
11,14,CM.Partner,CM,3,0.1,276162.3604091566,27616.23604091566,False
11,11,EOR.Marketing,EOR,0,0.1,8975276.713297589,897527.671329759,True
